"Brand_Reg","Model_No","SoldIn","screensize","Screen_Tech","Avg_mode_power","Star","SRI","Labelled energy consumption (kWh/year)","Sold In Aus","screensize_inch","GeneralSize"
"JVC","AV-AE657155A","Australia,Fiji,New Zealand",165.884,"LCD (LED)",107.58,"N/A","N/A",448,1,65,"Large"
"JVC","AV-JE657165A","Australia,Fiji,New Zealand",165.884,"LCD (LED)",107.58,"N/A","N/A",448,1,65,"Large"
"JVC","LT-65NE7155A","Australia,Fiji,New Zealand",165.884,"LCD (LED)",107.58,"N/A","N/A",448,1,65,"Large"
"JVC","AV-AE657155A series","Australia,Fiji,New Zealand",165.884,"LCD (LED)",107.58,"N/A","N/A",448,1,65,"Large"
"EKO","K320HGPB","Australia,Fiji,New Zealand",80.054,"LCD (LED)",32.4,"N/A","N/A",127,1,32,"Large"
"Linsar","LS60UHDNF25","Australia,Fiji,New Zealand",152.678,"LCD",86.09,"N/A","N/A",320,1,60,"Large"
"CHiQ","L24D6CG","Australia,Fiji,New Zealand",59.774,"LCD (LED)",20,"N/A","N/A",82,1,24,"Medium"
"AIWA","AWC400W","Australia",100.332,"LCD",33.1,"N/A","N/A",123,1,40,"Large"
"PHILIPS","55PQT9020/79","Australia,Fiji,New Zealand",138.783,"LCD (LED)",136.1,"N/A","N/A",532,1,55,"Large"
"SAMSUNG","QA43Q7FAAW","Australia,Fiji,New Zealand",107.987,"LCD (LED)",68,"N/A","N/A",251,1,43,"Large"
"SAMSUNG","QA43Q7FAAS","Australia,Fiji,New Zealand",107.987,"LCD (LED)",68,"N/A","N/A",251,1,43,"Large"
"SAMSUNG","QA43QEF1AW","Australia,Fiji,New Zealand",107.987,"LCD (LED)",68,"N/A","N/A",251,1,43,"Large"
"SAMSUNG","QA43QEF1AS","Australia,Fiji,New Zealand",107.987,"LCD (LED)",68,"N/A","N/A",251,1,43,"Large"
"SAMSUNG","QA43Q*F SERIES","Australia,Fiji,New Zealand",107.987,"LCD (LED)",68,"N/A","N/A",251,1,43,"Large"
"SAMSUNG","QA50Q7FAAW","Australia,Fiji,New Zealand",125.727,"LCD (LED)",79,"N/A","N/A",291,1,49,"Large"
"SAMSUNG","QA50Q7FAAS","Australia,Fiji,New Zealand",125.727,"LCD (LED)",79,"N/A","N/A",291,1,49,"Large"
"SAMSUNG","QA50QEF1AW","Australia,Fiji,New Zealand",125.727,"LCD (LED)",79,"N/A","N/A",291,1,49,"Large"
"SAMSUNG","QA50QEF1AS","Australia,Fiji,New Zealand",125.727,"LCD (LED)",79,"N/A","N/A",291,1,49,"Large"
"SAMSUNG","QA50Q*F SERIES","Australia,Fiji,New Zealand",125.727,"LCD (LED)",79,"N/A","N/A",291,1,49,"Large"
"TCL","98C7K","Australia,Fiji,New Zealand",247.604,"LCD (LED)",164,"7.0","7.01172383841875",800,1,97,"Large"
"LG","55QNED70A6A","Australia,New Zealand",138.783,"LCD (LED)",92,"N/A","N/A",338,1,55,"Large"
"LG","55QNED70ASA","Australia,New Zealand",138.783,"LCD (LED)",92,"N/A","N/A",338,1,55,"Large"
"LG","65QNED70A6A","Australia,New Zealand",163.897,"LCD (LED)",118,"N/A","N/A",433,1,65,"Large"
"LG","65QNED70ASA","Australia,New Zealand",163.897,"LCD (LED)",118,"N/A","N/A",433,1,65,"Large"
"TOSHIBA","55Z670RP","Australia",138.783,"LCD (LED)",75.21,"N/A","N/A",305,1,55,"Large"
"TOSHIBA","65Z670RP","Australia",163.896,"LCD (LED)",105.39,"N/A","N/A",416,1,65,"Large"
"TOSHIBA","75Z670RP","Australia",189.34,"LCD (LED)",121.59,"N/A","N/A",489,1,75,"Large"
"TOSHIBA","85Z670RP","Australia",214.783,"LCD (LED)",171.81,"N/A","N/A",688,1,85,"Large"
"SAMSUNG","QA55QN3EFAW","Australia,Fiji,New Zealand",138.783,"LCD (LED)",113,"N/A","N/A",416,1,55,"Large"
"SAMSUNG","QA55QN3EFAS","Australia,Fiji,New Zealand",138.783,"LCD (LED)",113,"N/A","N/A",416,1,55,"Large"
"SAMSUNG","QA55QN3EFA*","Australia,Fiji,New Zealand",138.783,"LCD (LED)",113,"N/A","N/A",416,1,55,"Large"
"PHILIPS","65OLED789/98","Australia,Fiji,New Zealand",163.878,"OLED",122.5,"N/A","N/A",493,1,65,"Large"
"SAMSUNG","QA65QN3EFAS","Australia,Fiji,New Zealand",163.897,"LCD (LED)",136,"N/A","N/A",499,1,65,"Large"
"PHILIPS","55OLED789/98","Australia,Fiji,New Zealand",138.798,"OLED",97,"N/A","N/A",391,1,55,"Large"
"SAMSUNG ELECTRONICS","QA65LST7TAW","Australia,Fiji,New Zealand",163.829,"LCD (LED)",271,"N/A","N/A",992,1,64,"Large"
"SAMSUNG ELECTRONICS","QA75LST7TAW","Australia,Fiji,New Zealand",189.306,"LCD (LED)",340,"N/A","N/A",1244,1,75,"Large"
"BAUHN","ATV75UHDT-0725","Australia",189.34,"LCD",130.5,"N/A","N/A",485,1,75,"Large"
"SAMSUNG","UA75U8000FW","Australia,Fiji,New Zealand",189.338,"LCD (LED)",136,"N/A","N/A",499,1,75,"Large"
"SAMSUNG","UA75U8000FS","Australia,Fiji,New Zealand",189.338,"LCD (LED)",136,"N/A","N/A",499,1,75,"Large"
"SAMSUNG","UA75U8500FW","Australia,Fiji,New Zealand",189.338,"LCD (LED)",136,"N/A","N/A",499,1,75,"Large"
"SAMSUNG","UA75U8500FS","Australia,Fiji,New Zealand",189.338,"LCD (LED)",136,"N/A","N/A",499,1,75,"Large"
"SAMSUNG","UA75UE100FS","Australia,Fiji,New Zealand",189.338,"LCD (LED)",136,"N/A","N/A",499,1,75,"Large"
"SAMSUNG","UA75U**00F*","Australia,Fiji,New Zealand",189.338,"LCD (LED)",136,"N/A","N/A",499,1,75,"Large"
"SAMSUNG","UA65UE100FS","Australia,Fiji,New Zealand",163.897,"LCD (LED)",113,"N/A","N/A",416,1,65,"Large"
"SAMSUNG","UA65U**00F*","Australia,Fiji,New Zealand",163.897,"LCD (LED)",113,"N/A","N/A",416,1,65,"Large"
"SAMSUNG","UA65U8000FW","Australia,Fiji,New Zealand",163.897,"LCD (LED)",113,"N/A","N/A",416,1,65,"Large"
"SAMSUNG","UA65U8000FS","Australia,Fiji,New Zealand",163.897,"LCD (LED)",113,"N/A","N/A",416,1,65,"Large"
"SAMSUNG","UA65U8500FW","Australia,Fiji,New Zealand",163.897,"LCD (LED)",113,"N/A","N/A",416,1,65,"Large"
"SAMSUNG","UA65U8500FS","Australia,Fiji,New Zealand",163.897,"LCD (LED)",113,"N/A","N/A",416,1,65,"Large"
"SAMSUNG","UA55U8500FW","Australia,Fiji,New Zealand",138.783,"LCD (LED)",79,"N/A","N/A",291,1,55,"Large"
"SAMSUNG","UA55U8500FS","Australia,Fiji,New Zealand",138.783,"LCD (LED)",79,"N/A","N/A",291,1,55,"Large"
"SAMSUNG","UA55UE100FS","Australia,Fiji,New Zealand",138.783,"LCD (LED)",79,"N/A","N/A",291,1,55,"Large"
"SAMSUNG","UA55U**00F*","Australia,Fiji,New Zealand",138.783,"LCD (LED)",79,"N/A","N/A",291,1,55,"Large"
"SAMSUNG","UA55U8000FW","Australia,Fiji,New Zealand",138.783,"LCD (LED)",79,"N/A","N/A",291,1,55,"Large"
"SAMSUNG","UA55U8000FS","Australia,Fiji,New Zealand",138.783,"LCD (LED)",79,"N/A","N/A",291,1,55,"Large"
"SAMSUNG","UA43UE100FS","Australia,Fiji,New Zealand",107.987,"LCD (LED)",68,"N/A","N/A",251,1,43,"Large"
"SAMSUNG","UA43U**00F*","Australia,Fiji,New Zealand",107.987,"LCD (LED)",68,"N/A","N/A",251,1,43,"Large"
"SAMSUNG","UA43U8000FW","Australia,Fiji,New Zealand",107.987,"LCD (LED)",68,"N/A","N/A",251,1,43,"Large"
"SAMSUNG","UA43U8000FS","Australia,Fiji,New Zealand",107.987,"LCD (LED)",68,"N/A","N/A",251,1,43,"Large"
"SAMSUNG","UA43U8500FW","Australia,Fiji,New Zealand",107.987,"LCD (LED)",68,"N/A","N/A",251,1,43,"Large"
"SAMSUNG","UA43U8500FS","Australia,Fiji,New Zealand",107.987,"LCD (LED)",68,"N/A","N/A",251,1,43,"Large"
"SAMSUNG","UA50U8000FW","Australia,Fiji,New Zealand",125.727,"LCD (LED)",71,"N/A","N/A",262,1,49,"Large"
"SAMSUNG","UA50U8000FS","Australia,Fiji,New Zealand",125.727,"LCD (LED)",71,"N/A","N/A",262,1,49,"Large"
"SAMSUNG","UA50U8500FW","Australia,Fiji,New Zealand",125.727,"LCD (LED)",71,"N/A","N/A",262,1,49,"Large"
"SAMSUNG","UA50U8500FS","Australia,Fiji,New Zealand",125.727,"LCD (LED)",71,"N/A","N/A",262,1,49,"Large"
"SAMSUNG","UA50UE100FS","Australia,Fiji,New Zealand",125.727,"LCD (LED)",71,"N/A","N/A",262,1,49,"Large"
"SAMSUNG","UA50U**00F*","Australia,Fiji,New Zealand",125.727,"LCD (LED)",71,"N/A","N/A",262,1,49,"Large"
"SAMSUNG","UA85UE100FS","Australia,Fiji,New Zealand",214.783,"LCD (LED)",142,"N/A","N/A",521,1,85,"Large"
"SAMSUNG","UA85U**00F*","Australia,Fiji,New Zealand",214.783,"LCD (LED)",142,"N/A","N/A",521,1,85,"Large"
"SAMSUNG","UA85U8000FW","Australia,Fiji,New Zealand",214.783,"LCD (LED)",142,"N/A","N/A",521,1,85,"Large"
"SAMSUNG","UA85U8000FS","Australia,Fiji,New Zealand",214.783,"LCD (LED)",142,"N/A","N/A",521,1,85,"Large"
"SAMSUNG","UA85U8500FW","Australia,Fiji,New Zealand",214.783,"LCD (LED)",142,"N/A","N/A",521,1,85,"Large"
"SAMSUNG","UA85U8500FS","Australia,Fiji,New Zealand",214.783,"LCD (LED)",142,"N/A","N/A",521,1,85,"Large"
"FFALCON","FF43U65","Australia,Fiji,New Zealand",107.95,"LCD (LED)",42.7,"7.0","7.01172383841875",175,1,42,"Large"
"FFALCON","FF50U65","Australia,Fiji,New Zealand",125.638,"LCD (LED)",50,"7.0","7.01172383841875",205,1,49,"Large"
"FFALCON","FF55U65","Australia,Fiji,New Zealand",138.711,"LCD (LED)",64.3,"8.0","8.404101271016742",261,1,55,"Large"
"FFALCON","FF65U65","Australia,Fiji,New Zealand",163.829,"LCD (LED)",77.1,"7.0","7.01172383841875",320,1,64,"Large"
"FFALCON","FF75U65","Australia,Fiji,New Zealand",189.306,"LCD (LED)",97.2,"7.0","7.01172383841875",400,1,75,"Large"
"HISENSE","55U7N series","Australia,New Zealand",138.783,"LCD (LED)",92.78,"N/A","N/A",379,1,55,"Large"
"HISENSE","55U7QAU","Australia,New Zealand",138.783,"LCD (LED)",92.78,"N/A","N/A",379,1,55,"Large"
"HISENSE","55U7QNZ","Australia,New Zealand",138.783,"LCD (LED)",92.78,"N/A","N/A",379,1,55,"Large"
"HISENSE","65U7Q series","Australia,New Zealand",163.896,"LCD (LED)",115.94,"N/A","N/A",465,1,65,"Large"
"coocaa","55G6500H","Australia,Fiji,New Zealand",138.783,"LCD (LED)",67.9,"N/A","N/A",280,1,55,"Large"
"HISENSE","85U7Q series","Australia,New Zealand",214.783,"LCD (LED)",186.38,"N/A","N/A",759,1,85,"Large"
"HISENSE","100U7Q series","Australia,New Zealand",252.784,"LCD (LED)",222.34,"N/A","N/A",888,1,100,"Large"
"HISENSE","75U7Q series","Australia,New Zealand",189.34,"LCD (LED)",145.91,"N/A","N/A",579,1,75,"Large"
"Samsung","QA98QN990FW","Australia,Fiji,New Zealand",247.688,"LCD (LED)",358,"N/A","N/A",1310,1,98,"Large"
"Samsung","QA98QN990FS","Australia,Fiji,New Zealand",247.688,"LCD (LED)",358,"N/A","N/A",1310,1,98,"Large"
"Samsung","QA98QN990F*","Australia,Fiji,New Zealand",247.688,"LCD (LED)",358,"N/A","N/A",1310,1,98,"Large"
"KOGAN","KALED50U95VA","Australia,Fiji,New Zealand",125.725,"LCD (LED)",60.48,"N/A","N/A",247,1,49,"Large"
"KOGAN","KALED50U95VB","Australia,Fiji,New Zealand",125.725,"LCD (LED)",60.48,"N/A","N/A",247,1,49,"Large"
"KOGAN","KALED50U95VC","Australia,Fiji,New Zealand",125.725,"LCD (LED)",60.48,"N/A","N/A",247,1,49,"Large"
"KOGAN","KALED50U95V series","Australia,Fiji,New Zealand",125.725,"LCD (LED)",60.48,"N/A","N/A",247,1,49,"Large"
"HISENSE","43Q6Q series","Australia,New Zealand",107.95,"LCD (LED)",51.09,"N/A","N/A",203,1,42,"Large"
"HISENSE","50Q6Q series","Australia,New Zealand",125.731,"LCD (LED)",59.02,"N/A","N/A",239,1,50,"Large"
"HISENSE","55Q6Q series","Australia,New Zealand",138.783,"LCD (LED)",62,"N/A","N/A",259,1,55,"Large"
"HISENSE","65Q6Q series","Australia,New Zealand",163.896,"LCD (LED)",98.86,"N/A","N/A",399,1,65,"Large"
"HISENSE","85Q6Q series","Australia,New Zealand",214.783,"LCD (LED)",177.89,"N/A","N/A",698,1,85,"Large"
"TCL","85X11K","Australia,Fiji,New Zealand",214.783,"LCD (LED)",239.2,"7.0","7.01172383841875",980,1,85,"Large"
"TCL","115C7K","Australia,Fiji,New Zealand",290.719,"LCD (LED)",280,"7.0","7.01172383841875",1100,1,114,"Large"
"AKAI","AK4022S7WOS","Australia,Fiji,New Zealand",100.336,"LCD",36.26,"N/A","N/A",150,1,40,"Large"
"TCL","32S5K","Australia,Fiji,New Zealand",79.967,"LCD (LED)",25.4,"6.0","6.8445105742112",130,1,31,"Large"
"TCL","40S5K","Australia,Fiji,New Zealand",100.305,"LCD (LED)",30.3,"7.0","7.01172383841875",140,1,39,"Large"
"SKYWORTH","SW55G4F","Australia,Fiji,New Zealand",138.783,"LCD (LED)",64.3,"N/A","N/A",260,1,55,"Large"
"LG","32LR655BPSA","Australia,New Zealand",80.043,"LCD (LED)",30,"N/A","N/A",112,1,32,"Large"
"HISENSE","65Q7QAU","Australia,New Zealand",163.896,"LCD (LED)",104.99,"N/A","N/A",416,1,65,"Large"
"HISENSE","65Q7QNZ","Australia,New Zealand",163.896,"LCD (LED)",104.99,"N/A","N/A",416,1,65,"Large"
"HISENSE","75Q7QAU","Australia,New Zealand",189.34,"LCD (LED)",122.25,"N/A","N/A",489,1,75,"Large"
"HISENSE","75Q7QNZ","Australia,New Zealand",189.34,"LCD (LED)",122.25,"N/A","N/A",489,1,75,"Large"
"HISENSE","85Q7QAU","Australia,New Zealand",214.783,"LCD (LED)",175.06,"N/A","N/A",698,1,85,"Large"
"HISENSE","85Q7QNZ","Australia,New Zealand",214.783,"LCD (LED)",175.06,"N/A","N/A",698,1,85,"Large"
"HISENSE","100Q7QAU","Australia,New Zealand",252.784,"LCD (LED)",238.44,"N/A","N/A",955,1,100,"Large"
"HISENSE","100Q7QNZ","Australia,New Zealand",252.784,"LCD (LED)",238.44,"N/A","N/A",955,1,100,"Large"
"HISENSE","65Q7Q series","Australia,New Zealand",163.896,"LCD (LED)",104.99,"N/A","N/A",416,1,65,"Large"
"HISENSE","75Q7Q series","Australia,New Zealand",189.34,"LCD (LED)",122.25,"N/A","N/A",489,1,75,"Large"
"HISENSE","85Q7Q series","Australia,New Zealand",214.783,"LCD (LED)",175.06,"N/A","N/A",698,1,85,"Large"
"HISENSE","100Q7Q series","Australia,New Zealand",252.784,"LCD (LED)",238.44,"N/A","N/A",955,1,100,"Large"
"KOGAN","KAQL85WQ98GSVA","Australia,Fiji,New Zealand",214.783,"LCD (LED)",216.3,"N/A","N/A",863,1,85,"Large"
"KOGAN","KAQL85WQ98GSVB","Australia,Fiji,New Zealand",214.783,"LCD (LED)",216.3,"N/A","N/A",863,1,85,"Large"
"KOGAN","KAQL85WQ98GSVC","Australia,Fiji,New Zealand",214.783,"LCD (LED)",216.3,"N/A","N/A",863,1,85,"Large"
"KOGAN","KAQL85 series","Australia,Fiji,New Zealand",214.783,"LCD (LED)",216.3,"N/A","N/A",863,1,85,"Large"
"SVISION","SV500FTS","Australia,Fiji,New Zealand",125.731,"LCD (LED)",47.9,"N/A","N/A",224,1,50,"Large"
"ZEN TV","ZEN 3202","Australia,New Zealand",79.831,"LCD (LED)",35.97,"N/A","N/A",134,1,31,"Large"
"ZEN TV","ZEN 3201","Australia,New Zealand",79.831,"LCD (LED)",35.97,"N/A","N/A",134,1,31,"Large"
"ZEN TV","ZEN2401","Australia,New Zealand",60.934,"LCD",21.55,"N/A","N/A",81,1,24,"Medium"
"HISENSE","65U8QAU","Australia,New Zealand",163.896,"LCD (LED)",129.15,"N/A","N/A",520,1,65,"Large"
"HISENSE","65U8QNZ","Australia,New Zealand",163.896,"LCD (LED)",129.15,"N/A","N/A",520,1,65,"Large"
"HISENSE","75U8QAU","Australia,New Zealand",189.34,"LCD (LED)",169.46,"N/A","N/A",679,1,75,"Large"
"HISENSE","85U8QAU","Australia,New Zealand",214.783,"LCD (LED)",191.41,"N/A","N/A",780,1,85,"Large"
"HISENSE","65U8Q Series","Australia,New Zealand",163.896,"LCD (LED)",129.15,"N/A","N/A",520,1,65,"Large"
"HISENSE","75U8QNZ","Australia,New Zealand",189.34,"LCD (LED)",169.46,"N/A","N/A",679,1,75,"Large"
"HISENSE","75U8Q Series","Australia,New Zealand",189.34,"LCD (LED)",169.46,"N/A","N/A",679,1,75,"Large"
"HISENSE","85U8QNZ","Australia,New Zealand",214.783,"LCD (LED)",191.41,"N/A","N/A",780,1,85,"Large"
"HISENSE","85U8Q","Australia,New Zealand",214.783,"LCD (LED)",191.41,"N/A","N/A",780,1,85,"Large"
"LG","75QNED70A6A","Australia,New Zealand",189.275,"LCD (LED)",165,"N/A","N/A",605,1,75,"Large"
"LG","75QNED70ASA","Australia,New Zealand",189.275,"LCD (LED)",165,"N/A","N/A",605,1,75,"Large"
"CHiQ","U75M10F","Australia,Fiji,New Zealand",189.34,"LCD",136.1,"N/A","N/A",532,1,75,"Large"
"AIWA","AWS650WG","Australia",163.896,"LCD (LED)",97.1,"N/A","N/A",357,1,65,"Large"
"ZEN TV","ZEN 2402","Australia,New Zealand",59.54,"LCD",23.82,"N/A","N/A",90,1,23,"Medium"
"TOSHIBA","65Z770RP","Australia,New Zealand",163.896,"LCD (LED)",128.56,"N/A","N/A",520,1,65,"Large"
"TOSHIBA","75Z770RP","Australia",189.34,"LCD (LED)",137.3,"N/A","N/A",548,1,75,"Large"
"TOSHIBA","85Z770RP","Australia,New Zealand",214.783,"LCD (LED)",167.13,"N/A","N/A",666,1,85,"Large"
"RCA","RT-24G01A","Australia,New Zealand",59.54,"LCD",23.89,"N/A","N/A",90,1,23,"Medium"
"KOGAN","KAQL75WQ98GSVA","Australia,Fiji,New Zealand",189.306,"LCD (LED)",130.8,"N/A","N/A",542,1,75,"Large"
"KOGAN","KAQL75WQ98GSVB","Australia,Fiji,New Zealand",189.306,"LCD (LED)",130.8,"N/A","N/A",542,1,75,"Large"
"KOGAN","KAQL75WQ98GSVC","Australia,Fiji,New Zealand",189.306,"LCD (LED)",130.8,"N/A","N/A",542,1,75,"Large"
"KOGAN","KAQL75WQ98 series","Australia,Fiji,New Zealand",189.306,"LCD (LED)",130.8,"N/A","N/A",542,1,75,"Large"
"AKAI","AK40FHDZEN","Australia,Fiji,New Zealand",100.337,"LCD (LED)",36.9,"N/A","N/A",137,1,40,"Large"
"Kogan","KAQL75MQ8TA","Australia,New Zealand",189.34,"LCD (LED)",135.9,"N/A","N/A",531,1,75,"Large"
"Kogan","KAQL75MQ8TB","Australia,New Zealand",189.34,"LCD (LED)",135.9,"N/A","N/A",531,1,75,"Large"
"Kogan","KAQL75MQ8TC","Australia,New Zealand",189.34,"LCD (LED)",135.9,"N/A","N/A",531,1,75,"Large"
"Kogan","KAQL75MQ8TD","Australia,New Zealand",189.34,"LCD (LED)",135.9,"N/A","N/A",531,1,75,"Large"
"Kogan","LED (backlighting) TV","Australia,New Zealand",189.34,"LCD (LED)",135.9,"N/A","N/A",531,1,75,"Large"
"coocaa","40E5500H","Australia,Fiji,New Zealand",100.34,"LCD (LED)",32.9,"N/A","N/A",135,1,40,"Large"
"Kogan","KAQL65MQ8TA","Australia,New Zealand",163.896,"LCD (LED)",109.1,"N/A","N/A",436,1,65,"Large"
"Kogan","KAQL65MQ8TB","Australia,New Zealand",163.896,"LCD (LED)",109.1,"N/A","N/A",436,1,65,"Large"
"Kogan","KAQL65MQ8TC","Australia,New Zealand",163.896,"LCD (LED)",109.1,"N/A","N/A",436,1,65,"Large"
"Kogan","KAQL65MQ8TD","Australia,New Zealand",163.896,"LCD (LED)",109.1,"N/A","N/A",436,1,65,"Large"
"Kogan","KAQL65MQ8TE","Australia,New Zealand",163.896,"LCD (LED)",109.1,"N/A","N/A",436,1,65,"Large"
"Kogan","LED (backlighting) TV","Australia,New Zealand",163.896,"LCD (LED)",109.1,"N/A","N/A",436,1,65,"Large"
"Veon","VNG3F55","Australia,Fiji,New Zealand",138.783,"LCD (LED)",57.9,"N/A","N/A",304,1,55,"Large"
"Veon","VNG3F5525","Australia,Fiji,New Zealand",138.783,"LCD (LED)",57.9,"N/A","N/A",304,1,55,"Large"
"Veon","VNG3F55 Serise","Australia,Fiji,New Zealand",138.783,"LCD (LED)",57.9,"N/A","N/A",304,1,55,"Large"
"Kogan","KAQL75MQ8TE","Australia,New Zealand",189.34,"LCD (LED)",135.9,"N/A","N/A",531,1,75,"Large"
"SKYWORTH","40E5500H","Australia,Fiji,New Zealand",100.342,"LCD (LED)",32.3,"N/A","N/A",140,1,40,"Large"
"LG","32LR650BPSA","Australia,New Zealand",80.043,"LCD (LED)",30,"N/A","N/A",112,1,32,"Large"
"Kogan","KAQL55MQ8TA","Australia,New Zealand",138.783,"LCD (LED)",93.2,"N/A","N/A",378,1,55,"Large"
"Kogan","KAQL55MQ8TB","Australia,New Zealand",138.783,"LCD (LED)",93.2,"N/A","N/A",378,1,55,"Large"
"Kogan","KAQL55MQ8TC","Australia,New Zealand",138.783,"LCD (LED)",93.2,"N/A","N/A",378,1,55,"Large"
"Kogan","KAQL55MQ8TD","Australia,New Zealand",138.783,"LCD (LED)",93.2,"N/A","N/A",378,1,55,"Large"
"Kogan","KAQL55MQ8TE","Australia,New Zealand",138.783,"LCD (LED)",93.2,"N/A","N/A",378,1,55,"Large"
"Kogan","LED (backlighting) TV","Australia,New Zealand",138.783,"LCD (LED)",93.2,"N/A","N/A",378,1,55,"Large"
"Linsar","LS24HDNFB","Australia",59.827,"LCD (LED)",15.38,"N/A","N/A",59,1,24,"Medium"
"Linsar","LS32HDNFB","Australia",80.043,"LCD (LED)",15.87,"N/A","N/A",60,1,32,"Large"
"CHiQ","U55QM10","Australia,Fiji,New Zealand",138.783,"LCD (LED)",85.7,"N/A","N/A",331,1,55,"Large"
"CHiQ","L40M10","Australia,Fiji,New Zealand",100.332,"LCD (LED)",35.2,"N/A","N/A",152,1,40,"Large"
"CHiQ","L32M10","Australia,Fiji,New Zealand",80.039,"LCD (LED)",24.2,"N/A","N/A",112,1,32,"Large"
"CHiQ","U65QM10","Australia,Fiji,New Zealand",163.896,"LCD (LED)",136.6,"N/A","N/A",520,1,65,"Large"
"CHiQ","U65M10F","Australia,Fiji,New Zealand",163.896,"LCD (LED)",94.1,"N/A","N/A",371,1,65,"Large"
"CHiQ","L40G5AU","Australia,Fiji,New Zealand",100.305,"LCD (LED)",36.5,"N/A","N/A",148,1,39,"Large"
"DGTEC","DG70UHDW22041","Australia,New Zealand",176.535,"LCD",108.294,"N/A","N/A",397,1,70,"Large"
"AIWA","AWS400G2","Australia",100.332,"LCD (LED)",35.2,"N/A","N/A",152,1,40,"Large"
"TOSHIBA","55C350RP","Australia,New Zealand",138.783,"LCD (LED)",63.29,"N/A","N/A",259,1,55,"Large"
"TOSHIBA","65C350RP","Australia",163.896,"LCD (LED)",81.08,"N/A","N/A",321,1,65,"Large"
"TOSHIBA","75C350RP","Australia",189.34,"LCD (LED)",87.19,"N/A","N/A",345,1,75,"Large"
"TOSHIBA","85C350RP","Australia",214.783,"LCD (LED)",155.84,"N/A","N/A",624,1,85,"Large"
"Kogan","KALED55U95TB","Australia,New Zealand",138.783,"LCD (LED)",108.4,"N/A","N/A",441,1,55,"Large"
"Kogan","KALED55U95TC","Australia,New Zealand",138.783,"LCD (LED)",108.4,"N/A","N/A",441,1,55,"Large"
"Kogan","KALED55U95TD","Australia,New Zealand",138.783,"LCD (LED)",108.4,"N/A","N/A",441,1,55,"Large"
"Kogan","KALED55U95TE","Australia,New Zealand",138.783,"LCD (LED)",108.4,"N/A","N/A",441,1,55,"Large"
"Kogan","KALED55U95TF","Australia,New Zealand",138.783,"LCD (LED)",108.4,"N/A","N/A",441,1,55,"Large"
"Kogan","LED (backlighting) TV","Australia,New Zealand",138.783,"LCD (LED)",108.4,"N/A","N/A",441,1,55,"Large"
"Kogan","KAQL32FQ9TA","Australia,New Zealand",80.039,"LCD (LED)",27.1,"N/A","N/A",116,1,32,"Large"
"Kogan","KAQL32FQ9TB","Australia,New Zealand",80.039,"LCD (LED)",27.1,"N/A","N/A",116,1,32,"Large"
"Kogan","KAQL32FQ9TC","Australia,New Zealand",80.039,"LCD (LED)",27.1,"N/A","N/A",116,1,32,"Large"
"Kogan","KAQL32FQ9TD","Australia,New Zealand",80.039,"LCD (LED)",27.1,"N/A","N/A",116,1,32,"Large"
"Kogan","KAQL32FQ9TE","Australia,New Zealand",80.039,"LCD (LED)",27.1,"N/A","N/A",116,1,32,"Large"
"Kogan","LED (backlighting) TV","Australia,New Zealand",80.039,"LCD (LED)",27.1,"N/A","N/A",116,1,32,"Large"
"TCL","98X11K","Australia,Fiji,New Zealand",247.604,"LCD (LED)",313.1,"7.0","7.01172383841875",1350,1,97,"Large"
"Samsung","QA65Q6FAAW","Australia,Fiji,New Zealand",163.897,"LCD (LED)",110,"N/A","N/A",405,1,65,"Large"
"Samsung","QA75Q6FAAW","Australia,Fiji,New Zealand",189.338,"LCD (LED)",134,"N/A","N/A",492,1,75,"Large"
"KOGAN","KAOD55X98JSVA","Australia,Fiji,New Zealand",138.711,"LCD (LED)",96.66,"N/A","N/A",422,1,55,"Large"
"KOGAN","KAOD55X98JSVB","Australia,Fiji,New Zealand",138.711,"LCD (LED)",96.66,"N/A","N/A",422,1,55,"Large"
"KOGAN","KAOD55X98JSVC","Australia,Fiji,New Zealand",138.711,"LCD (LED)",96.66,"N/A","N/A",422,1,55,"Large"
"KOGAN","KAOD55X98JSV series","Australia,Fiji,New Zealand",138.711,"LCD (LED)",96.66,"N/A","N/A",422,1,55,"Large"
"KOGAN","KAOD65X98JSVA","Australia,Fiji,New Zealand",163.829,"LCD (LED)",105.84,"N/A","N/A",448,1,64,"Large"
"KOGAN","KAOD65X98JSVB","Australia,Fiji,New Zealand",163.829,"LCD (LED)",105.84,"N/A","N/A",448,1,64,"Large"
"KOGAN","KAOD65X98JSVC","Australia,Fiji,New Zealand",163.829,"LCD (LED)",105.84,"N/A","N/A",448,1,64,"Large"
"KOGAN","KAOD65X98JSV series","Australia,Fiji,New Zealand",163.829,"LCD (LED)",105.84,"N/A","N/A",448,1,64,"Large"
"FFALCON","FF32S55","Australia,Fiji,New Zealand",79.967,"LCD (LED)",25.4,"6.0","6.8445105742112",130,1,31,"Large"
"FFALCON","FF40S55","Australia,Fiji,New Zealand",100.305,"LCD (LED)",30.3,"7.0","7.01172383841875",140,1,39,"Large"
"Samsung","BE43FX-H","Australia,Fiji,New Zealand",107.987,"LCD (LED)",68,"N/A","N/A",251,1,43,"Large"
"Samsung","BE50FX-H","Australia,Fiji,New Zealand",125.727,"LCD (LED)",71,"N/A","N/A",262,1,49,"Large"
